10.445653200149536s to calculate
0.03365015983581543s to dump
         1087997 function calls (1072484 primitive calls) in 11.320 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1557(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 core.py:202(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 core.py:4655(_Indent)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:1766(<lambda>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 core.py:1148(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 core.py:146(MAError)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 artist.py:111(_Unset)
        1    0.000    0.000    0.000    0.000 backend_tools.py:622(ToolForward)
        1    0.000    0.000    0.000    0.000 patches.py:3539(BracketA)
        1    0.000    0.000    0.000    0.000 legend_handler.py:314(HandlerPatch)
        4    0.000    0.000    0.000    0.000 core.py:5915(postParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 _base.py:4062(set_navigate)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 backend_tools.py:638(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 colors.py:2168(NoNorm)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1382(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 offsetbox.py:435(VPacker)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 art3d.py:347(Collection3D)
        2    0.000    0.000    0.000    0.000 axis.py:838(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 results.py:100(List)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 _linalg.py:73(LinAlgError)
        1    0.000    0.000    0.000    0.000 image.py:1007(get_extent)
        1    0.000    0.000    0.000    0.000 unicode.py:135(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 core.py:3659(StringEnd)
        1    0.000    0.000    0.000    0.000 offsetbox.py:467(HPacker)
        1    0.000    0.000    0.000    0.000 core.py:863(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:845(_DomainTan)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1479(KeyEvent)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:20(DummyArray)
        1    0.000    0.000    0.000    0.000 patches.py:2714(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2441(Ellipse)
        1    0.000    0.000    0.000    0.000 core.py:5047(OneOrMore)
        1    0.000    0.000    0.000    0.000 cbook.py:333(silent_list)
        1    0.000    0.000    0.000    0.000 Image.py:521(SupportsGetData)
        1    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        1    0.000    0.000    0.000    0.000 ticker.py:188(TickHelper)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 patches.py:2420(Circle)
        1    0.000    0.000    0.000    0.000 core.py:5780(Dict)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1476(HCentered)
        1    0.000    0.000    0.000    0.000 _trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 unicode.py:160(Greek)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1276(BoolFormat)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1523(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 dates.py:1442(YearLocator)
        2    0.000    0.000    0.000    0.000 transforms.py:1767(<lambda>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:115(GimpGradientFile)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:141(Latin1)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 polar.py:263(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1563(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 core.py:2402(__init__)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 unicode.py:314(Arabic)
        1    0.000    0.000    0.000    0.000 deprecation.py:226(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:246(<genexpr>)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1799(SubplotTool)
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 core.py:4661(_IndentGreater)
        1    0.000    0.000    0.000    0.000 core.py:3642(StringStart)
        3    0.000    0.000    0.000    0.000 core.py:2446(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 typing.py:2554(final)
        1    0.000    0.000    0.000    0.000 core.py:5178(_NullToken)
        1    0.000    0.000    0.000    0.000 Image.py:3655(register_save_all)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 units.py:161(Registry)
        2    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(kwarg_doc)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 ticker.py:1068(LogFormatterMathtext)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 __init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(DuplicateConstraint)
        1    0.000    0.000    0.000    0.000 core.py:900(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:730(IndexExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        2    0.000    0.000    0.000    0.000 figure.py:2766(_get_dpi)
        1    0.000    0.000    0.000    0.000 patches.py:3828(Wedge)
        3    0.000    0.000    0.000    0.000 core.py:890(__init__)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        2    0.000    0.000    0.000    0.000 artist.py:838(get_visible)
        1    0.000    0.000    0.000    0.000 ticker.py:357(_UnicodeMinusFormat)
        1    0.000    0.000    0.000    0.000 patches.py:3500(Curve)
        1    0.000    0.000    0.000    0.000 unicode.py:282(Hangul)
        2    0.000    0.000    0.000    0.000 artist.py:1086(get_label)
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:174(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1261(ResizeEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2867(Angle3)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1093(_idat)
        1    0.000    0.000    0.000    0.000 __init__.py:77(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 pathlib.py:180(_ParentSelector)
        1    0.000    0.000    0.000    0.000 patches.py:2606(Round4)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 ticker.py:1754(NullLocator)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:272(OGridClass)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        2    0.000    0.000    0.000    0.000 artist.py:1125(sticky_edges)
        1    0.000    0.000    0.000    0.000 util.py:80(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 __init__.py:350(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 artist.py:598(set_url)
        1    0.000    0.000    0.000    0.000 core.py:916(_MaskedUFunc)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:775(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:363(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 patches.py:2907(Angle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:327(_unspecified)
        1    0.000    0.000    0.000    0.000 core.py:4886(Located)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketB)
        1    0.000    0.000    0.000    0.000 core.py:3529(PositionToken)
        1    0.000    0.000    0.000    0.000 patches.py:2469(LArrow)
        2    0.000    0.000    0.000    0.000 _function_base_impl.py:1320(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 unicode.py:200(Cyrillic)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 transforms.py:2624(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 ticker.py:263(NullFormatter)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 backend_tools.py:592(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 dates.py:1546(DayLocator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1377(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 deprecation.py:311(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 unicode.py:258(Katakana)
        1    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
        1    0.000    0.000    0.000    0.000 ImageFile.py:618(PyCodecState)
        1    0.000    0.000    0.000    0.000 ticker.py:333(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(DuplicateEditVariable)
        1    0.000    0.000    0.000    0.000 calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1410(Hrule)
        1    0.000    0.000    0.000    0.000 core.py:884(_DomainGreater)
        1    0.000    0.000    0.000    0.000 unicode.py:246(Hiragana)
        1    0.000    0.000    0.000    0.000 patches.py:2501(RArrow)
        1    0.000    0.000    0.000    0.000 unicode.py:239(Kanji)
        1    0.000    0.000    0.000    0.000 version.py:59(InvalidVersion)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolManagerMessageEvent)
        2    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 patches.py:3577(BracketAB)
        2    0.000    0.000    0.000    0.000 core.py:906(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:4083(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 patches.py:3617(BracketCurve)
        1    0.000    0.000    0.000    0.000 _docstring.py:28(decorator)
        1    0.000    0.000    0.000    0.000 unicode.py:307(Thai)
        1    0.000    0.000    0.000    0.000 dates.py:1574(HourLocator)
        1    0.000    0.000    0.000    0.000 patches.py:2511(DArrow)
        1    0.000    0.000    0.000    0.000 _array_like.py:160(_UnknownType)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 core.py:853(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 extras.py:1815(mr_class)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:448(RClass)
        1    0.000    0.000    0.000    0.000 patches.py:3067(Bar)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1061(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1486(VCentered)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 path.py:223(codes)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 pathlib.py:191(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 unicode.py:148(LatinA)
